,포지션,회사명,지역명,경력,링크
2464,PCB 회로 설계 담당 (3년이상),오토엘(AutoL),경기 성남시 , 경력 3-7년,/wd/99367
2465,광학 개발자 (4년이상),오토엘(AutoL),경기 성남시 , 경력 4-15년,/wd/99370
2466,백엔드 개발자 (벤지니어),머스트핀테크,서울 강남구 , 경력 5년 이상,/wd/231453
2467,소프트웨어 개발자 및 CTO,모빌리티랩,경기 안산시 , 경력 3년,/wd/253040
2468,"[쿠팡페이] Staff/Senior, iOS Engineer (FinTech)",쿠팡,서울 송파구 , 경력 3-20년,/wd/253016
2469,기업부설연구소 SI/SW 연구인력,레인보우로보틱스,대전 유성구 , 신입-경력 6년,/wd/241128
2470,React Native 앱 개발자,리클(Recl),경기 남양주시 , 신입-경력 2년,/wd/251821
2471,개발,모빌리티랩,경남 창원시 , 경력 3년 이상,/wd/252922
2472,솔루션사업본부 Application Engineer,이에이트,서울 송파구 , 신입-경력 10년,/wd/218919
2473,Backend Engineer,위펀(스낵24),서울 강남구 , 경력 5-12년,/wd/227956
2474,Frontend Engineer (React),위펀(스낵24),서울 강남구 , 경력 5-12년,/wd/227959
2475,[대전] 임베디드 리눅스 시스템 엔지니어(신입가능),텔레픽스,대전 유성구 , 신입 이상,/wd/252601
2476,쿠버네티스 컨설턴트,와탭랩스(WhaTapLabs),서울 서초구 , 경력 5년,/wd/219463
2477,[삼프로TV] IT개발팀 팀장급(풀스택 개발자),이브로드캐스팅,서울 영등포구 , 경력 7년 이상,/wd/252818
2478,펌웨어 개발 엔지니어,태경엠텍,경기 광명시 , 경력 2-3년,/wd/252757
2479,인앤써 프론트엔드 개발자(시니어),마스터웨이,서울 강서구 , 경력 5-10년,/wd/252760
2480,Software Engineer - Back-end,인스페이스,서울 용산구 , 경력 1년 이상,/wd/250533
2481,블록체인 엔지니어링 책임자,프루브랩스,서울 강남구 , 경력 5년 이상,/wd/252637
2482,[대전]디지털 하드웨어 설계 엔지니어,텔레픽스,대전 유성구 , 경력 2년 이상,/wd/187689
2483,[AI연구팀]NLP 딥러닝 엔지니어,텔레픽스,서울 영등포구 , 경력 2-10년,/wd/226146
2484,[SW개발팀]백엔드 엔지니어,텔레픽스,서울 영등포구 , 경력 5-10년,/wd/230141
2485,모바일 앱 개발자,케이에스티씨,서울 강남구 , 경력 5-20년,/wd/252703
2486,SCM 개발/운영 및 솔루션 전문가 영입,에스케이씨앤씨(SK C&C),경기 성남시 , 경력 3-15년,/wd/252690
2487,SK그룹 대상 Private Cloud(그룹 공용인프라존) 구축/운영 담당자,에스케이씨앤씨(SK C&C),경기 성남시 , 경력 5-15년,/wd/252693
2488,MCU F/W 개발 엔지니어,모본,서울 강남구 , 경력 5-15년,/wd/242205
2489,[대전]위성탑재체 소프트웨어 엔지니어,텔레픽스,대전 유성구 , 경력 3년 이상,/wd/252598
2490,iOS 개발(WEMIX PLAY),위메이드(WEMADE),경기 성남시 , 경력 10년 이상,/wd/248511
2491,Android 개발(WEMIX PLAY),위메이드(WEMADE),경기 성남시 , 경력 5년 이상,/wd/248518
2492,빅데이터 엔진 개발,에스티씨랩(STCLab),서울 강남구 , 경력 3-5년,/wd/252584
2493,프론트 엔드 개발자 (3년 이상),케이비헬스케어(KB헬스케어),서울 강남구 , 경력 3년 이상,/wd/252404
2494,웹서비스 개발자(7년 이상),오직,서울 금천구 , 경력 7년 이상,/wd/252544
2495,【株式会社ヌーラボ】【SRE】Product SREs(Backlog )_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/252561
2496,【株式会社ヌーラボ】【SRE】ソフトウェアエンジニア(Platform Engineering team)_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/252562
2497,AI 교육 플랫폼 - 웹 프론트엔드 개발자  (재택근무 가능),캐치잇플레이(Catch it english),서울 , 경력 5-35년,/wd/252509
2498,[아정당] CTI솔루션 (5년 이상),아정네트웍스,서울 강남구 , 경력 5-15년,/wd/241758
2499,AI 교육 플랫폼 - 시니어  QA (재택근무 가능),캐치잇플레이(Catch it english),서울 , 경력 5-35년,/wd/252506
2500,"프론트엔드 개발자 (리더, React.js 5년 이상)",코딧(CODITCorp.),서울 영등포구 , 경력 5-7년,/wd/93806
2501,AI 개발자,르호사,서울 강남구 , 경력 3년 이상,/wd/243804
2502,풀스택 개발팀장,이디피랩,서울 종로구 , 경력 10-15년,/wd/212945
2503,Insurance IT Planning Specialist,에이아이에이생명(AIA생명),서울 중구 , 경력 5년 이상,/wd/252276
2504,백엔드 개발자 (5년 이상),케이비헬스케어(KB헬스케어),서울 강남구 , 경력 5년 이상,/wd/252394
2505,QA Lead,스푼랩스,서울 강남구 , 경력 7년 이상,/wd/252192
2506,[군산근무] SAP 운영 및 개발 (3년이상),브이엔티지,전북 군산시 , 경력 3-10년,/wd/252180
2507,무선통신 및 해양로봇 HW 개발자 (3년 이상),볼시스,부산 영도구 , 경력 3-10년,/wd/186341
2508,웹퍼블리셔,콘센트릭스서비스코리아CATALYST,서울 용산구 , 경력 4-15년,/wd/230876
2509,소프트웨어 엔지니어 (자율주행),마스오토,서울 서초구 , 경력 1-10년,/wd/198840
2510,플랫폼 엔지니어,마스오토,서울 서초구 , 경력 3-10년,/wd/208417
2511,머신러닝 엔지니어,아이지에이웍스(IGAWorks),서울 용산구 , 신입-경력 5년,/wd/244779
2512,Data Scientist,바이온사이트,서울 성동구 , 경력 3-10년,/wd/167495
2513,【株式会社ヌーラボ】(Nulab Apps)サーバーサイドエンジニア_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-10년,/wd/252105
2514,Junior ML Engineer,바이온사이트,서울 성동구 , 경력 3년,/wd/246628
2515,Senior ML Engineer,바이온사이트,서울 성동구 , 경력 10년 이상,/wd/246633
2516,[전문연구요원 가능] 영상처리 알고리즘 개발자,유아이엠디,경기 과천시 , 신입-경력 2년,/wd/251951
2517,서비스/인프라 엔지니어,마인즈앤컴퍼니,서울 강남구 , 경력 2-10년,/wd/231392
2518,임베디드소프트웨어 개발자(5년~10년),긴트,경기 성남시 , 경력 5-10년,/wd/251989
2519,Back-End Junior 개발자,오픈플랜,서울 성동구 , 경력 3-6년,/wd/201166
2520,[기술본부] Data Warehouse Engineer (5년 이상),데브시스터즈(Devsisters),서울 강남구 , 경력 5년 이상,/wd/251918
2521,React 풀스택 개발자,하이로컬,서울 성동구 , 경력 3-9년,/wd/251906
2522,가상자산추적분석 전문가,페어스퀘어랩,서울 서초구 , 경력 5-10년,/wd/251886
2523,백엔드 개발자,슬로우플랫폼,서울 강동구 , 경력 2-5년,/wd/251888
2524,[기술개발실] 개발 팀장,싱크테크노,서울 서초구 , 경력 5-10년,/wd/237206
2525,Python 기반 비디오 스트리밍 백엔드 및 영상처리 파이프라인 개발,인휴먼즈,서울 용산구 , 경력 3년 이상,/wd/251806
2526,SAP 영업 운영 (3년 이상),코웨이,서울 구로구 , 경력 3-17년,/wd/241418
2527,전사 IT 개발 (Back-end),코웨이,서울 구로구 , 경력 8-15년,/wd/251764
2528,"Senior Software Engineer, Backend",오늘의집페이,서울 서초구 , 경력 8년 이상,/wd/221640
2529,서버 엔지니어,뱅크샐러드,서울 마포구 , 경력 3-10년,/wd/225171
2530,빅데이터 K8S환경 구축 운영 (7년이상),미리비트,경기 성남시 , 경력 7년 이상,/wd/251274
2531,클라우드 개발자 (3~10년차),미리비트,경기 성남시 , 경력 3-10년,/wd/251692
2532,아키텍처 PM (15년차 이상),미리비트,경기 성남시 , 경력 15년 이상,/wd/251688
2533,자동차 취약점 연구 및 모의해킹 전문가 (병특/전문연 가능),아우토크립트,서울 강남구 , 신입-경력 6년,/wd/204610
2534,Backend Engineer (광고플랫폼),무신사,서울 성동구 , 경력 5년 이상,/wd/251670
2535,SI 개발 PM,미디어로그,서울 마포구 , 경력 5-15년,/wd/251552
2536,Frontend Engineer,아이브,서울 서초구 , 경력 6-10년,/wd/238217
2537,HW 개발자,라닉스,서울 강남구 , 경력 3-10년,/wd/251560
2538,[CADDi Co Ltd] Senior Software Engineer(Backend/Platform)_근무지 일본,원티드 재팬(wanted),서울 , 경력 7년 이상,/wd/251551
2539,[キャディ株式会社]SRE (Site Reliability Engineer)_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/251536
2540,[キャディ株式会社]Senior Software Engineer in Test(SET/テスト自動化エンジニア)_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/251532
2541,[キャディ株式会社]QA Lead_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/251522
2542,[キャディ株式会社]Data Engineer_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/251513
2543,[キャディ株式会社]Product Security Engineer_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/251494
2544,[キャディ株式会社] Senior Engineering Manager_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/251478
2545,프론트엔드 개발 (7년 이상),넥스트컬쳐,서울 강남구 , 경력 7-15년,/wd/251436
2546,퍼블리셔 (7년 이상),넥스트컬쳐,서울 강남구 , 경력 7-10년,/wd/251440
2547,제조 MES(반도체 영역 중심) 전문가,에스케이씨앤씨(SK C&C),경기 성남시 , 경력 5-15년,/wd/251386
2548,[Forguncy] 테크니컬 서포트 엔지니어 (주니어),메시어스코리아,경기 과천시 , 신입-경력 5년,/wd/250160
2549,Blockchain Platform Engineer,로우키코드(DELIGHT LABS),서울 강남구 , 경력 2-5년,/wd/190071
2550,DevOps Engineer,파스토,서울 강남구 , 경력 5년 이상,/wd/251240
2551,개발/ 프론트엔드 개발자,캐럿솔루션즈,서울 서초구 , 경력 5-15년,/wd/224840
2552,프론트엔드 개발자,브이엠아이씨,서울 마포구 , 경력 2년,/wd/251190
2553,프론트엔드 개발 (3년 이상),넥스트컬쳐,서울 강남구 , 경력 3-10년,/wd/251136
2554,Back-end Engineer (5년 이상),젠스타파트너스,서울 중구 , 경력 5-15년,/wd/233045
2555,[아정당] 백엔드 개발자 (2년이상),아정네트웍스,서울 강남구 , 경력 2-15년,/wd/241761
2556,"장비자동화 시스템 구축 및 확산(반도체, 배터리 등) 담당자",에스케이씨앤씨(SK C&C),경기 성남시 , 경력 5-15년,/wd/251031
2557,Simulation Software Engineer,토르드라이브,서울 영등포구 , 경력 3-10년,/wd/250911
2558,Senior Full Stack Software Engineer (10년 이상),브룩허스트거라지(B GARAGE),경기 성남시 , 경력 10년 이상,/wd/236678
2559,웹 개발자 (중간관리자),씨엠월드,서울 금천구 , 경력 6-10년,/wd/246708
2560,데이터 기획 및 분석 (BI),해긴,서울 구로구 , 경력 8-20년,/wd/240082
2561,펌웨어 연구원,티비티,인천 계양구 , 경력 3년 이상,/wd/250897
2562,Adobe AEM 개발 전문가,콘센트릭스서비스코리아CATALYST,서울 강남구 , 경력 1년 이상,/wd/250895
2563,웹 앱 개발자,시그니처알앤디,경기 광명시 , 경력 1년 이상,/wd/250756
2564,프론트엔드 개발자(3년 이상),구름,경기 성남시 , 경력 3-10년,/wd/250878
2565,머신비전 Application Engineer (전문연 가능),아이브,서울 서초구 , 경력 3-10년,/wd/118655
2566,Deep Learning Researcher (전문연 가능),아이브,서울 서초구 , 경력 2-10년,/wd/118628
2567,Vision System SW Junior 개발자,아이브,서울 서초구 , 경력 1-5년,/wd/154609
2568,프론트엔드(ReactJS) 개발자,일루넥스,경기 고양시 , 경력 5-10년,/wd/250875
2569,Senior Software Engineer (Backend),모플,서울 서초구 , 경력 8년 이상,/wd/250560
2570,피부 질환 검출 모델 개발,룰루랩(lululab),서울 강남구 , 경력 1-5년,/wd/238946
2571,재무회계팀 팀원,올리브인터내셔널,서울 강남구 , 경력 3-5년,/wd/250847
2572,풀스택개발 (java),프라이빗테크놀로지,서울 마포구 , 경력 4-10년,/wd/216813
2573,Python 개발 연구원,엑스오비스,서울 강남구 , 경력 2-6년,/wd/250770
2574,Physical Computing 개발 연구원,엑스오비스,서울 강남구 , 신입,/wd/250772
2575,풀스택(프론트엔드 중심) 개발자,파미셀,경기 성남시 , 경력 3년 이상,/wd/244971
2576,글로벌 IT 시스템 구축,현대캐피탈,서울 중구 , 경력 5-15년,/wd/211688
2577,IT시스템 개발/운영,현대캐피탈,서울 중구 , 경력 5-15년,/wd/211687
2578,IT처리계(core) 시스템 설계 및 개발,현대캐피탈,서울 중구 , 경력 5-15년,/wd/211686
2579,데이터 분석가 (3년차 이상),파이프트리스마트팜(PAIPTREESmartFarmInc.),서울 강남구 , 경력 3년 이상,/wd/250669
2580,풀스텍 개발자 (5년차 이상),파이프트리스마트팜(PAIPTREESmartFarmInc.),서울 강남구 , 경력 5년 이상,/wd/249020
2581,Endpoint Agent Developer (3년이상),쏘마,경기 성남시 , 경력 3년 이상,/wd/250627
2582,"QA Engineer, Automation",버킷플레이스(오늘의집),서울 서초구 , 경력 3-15년,/wd/18228
2583,ML Engineer (LLM),비비던트코리아,서울 강남구 , 경력 3-10년,/wd/250559
2584,[파주] 프론트 엔드 개발자 (3~10년),북스파이더,경기 파주시 , 경력 3-10년,/wd/250548
2585,웹 프론트엔드 (NextJS) 개발자,에듀이엔브이,경기 수원시 , 경력 1-2년,/wd/250538
2586,C 개발,윈스,경기 용인시 , 경력 3-10년,/wd/176306
2587,"python, go 백엔드 개발자",크로논랩스,서울 마포구 , 경력 3년 이상,/wd/250476
2588,AIDT 콘텐츠 엔지니어,엘리스,서울 강남구 , 경력 1년 이상,/wd/250480
2589,TRM (Technical Risk Manager),소프트스퀘어드,서울 서초구 , 경력 3년 이상,/wd/240664
2590,Frontend Engineer(시니어),마이뮤직테이스트,서울 강남구 , 경력 3-7년,/wd/250400
2591,웹개발 (7년 이상),넥스트컬쳐,서울 강남구 , 경력 7-10년,/wd/250385
2592,웹개발 (3년 이상),넥스트컬쳐,서울 강남구 , 경력 3-10년,/wd/250384
2593,퍼블리셔 (3년 이상),넥스트컬쳐,서울 강남구 , 경력 3-10년,/wd/250379
2594,[콘텐츠 파트] Mobile App Engineer (3년 이상),뤼튼테크놀로지스,서울 서초구 , 경력 3년 이상,/wd/247748
2595,[인턴]FW 펌웨어개발자,럭스로보(LUXROBO),서울 강남구 , 신입,/wd/204376
2596,B2B 탄소회계 SaaS 백엔드 개발자,엔츠,서울 강남구 , 경력 3년 이상,/wd/250297
2597,[쿠팡] IAM Compliance Analyst,쿠팡,서울 송파구 , 경력 3-10년,/wd/250230
2598,Senior Product Manager - Manufacturing (KR),가우스랩스(Gauss Labs),서울 강남구 , 경력 5-15년,/wd/250220
2599,DataScientist (전문연 지원 가능),마인즈앤컴퍼니,서울 강남구 , 경력 3-10년,/wd/215981
2600,ML Engineer (전문연 지원 가능),마인즈앤컴퍼니,서울 강남구 , 경력 3-15년,/wd/249841
2601,Search Engineer,마인즈앤컴퍼니,서울 강남구 , 경력 3-15년,/wd/250003
2602,AI Engineer (전문연 지원 가능),마인즈앤컴퍼니,서울 강남구 , 경력 3-10년,/wd/215978
2603,Backend Engineer (전문연 지원 가능),마인즈앤컴퍼니,서울 강남구 , 경력 3-20년,/wd/231440
2604,CTI 솔루션 개발자-ETI 과장급,이씨에스텔레콤,서울 서초구 , 경력 3-10년,/wd/250197
2605,워드프레스 개발자,쇼플릭,서울 서초구 , 경력 2년 이상,/wd/250096
2606,"Backend Engineer (세일개발팀, Global)",무신사,서울 성동구 , 경력 5년 이상,/wd/237481
2607,[キャディ株式会社] MLOps Engineer_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/250091
2608,[キャディ株式会社] Engineering Manager/English team_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/250095
2609,[キャディ株式会社] Engineering Manager_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/250093
2610,[キャディ株式会社] Machine Learning Engineer_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/250087
2611,[キャディ株式会社] Senior Software Engineer(Backend)_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/250084
2612,Software Engineer (Anti-Adblock),애드쉴드,서울 강남구 , 경력 3년 이상,/wd/250056
2613,Backend Engineer(상품개발팀 상품서비스개발),무신사,서울 성동구 , 경력 7-15년,/wd/189781
2614,AI 분야 소프트웨어 (4년이상),글로벌시스템스,대전 유성구 , 경력 4년 이상,/wd/250004
2615,멀티미디어연구소 회로개발팀 (신입가능),범진전자,경기 수원시 , 신입,/wd/162573
2616,정보보안 담당자 영입,에스케이씨앤씨(SK C&C),경기 성남시 , 경력 5-15년,/wd/250002
2617,AI 기반 사주 앱 / 텔레그램 미니앱 개발자,화승엔지니어링,서울 구로구 , 경력 1-5년,/wd/245510
2618,SAP ERP 운영/개발 담당자,에스케이씨앤씨(SK C&C),경기 성남시 , 경력 3-15년,/wd/249902
2619,Backend Engineer,호패,서울 강남구 , 경력 2-30년,/wd/233935
2620,ML Engineer,토스뱅크,서울 강남구 , 경력 2-20년,/wd/203912
2621,[キャディ株式会社] Tech Lead (Frontend領域)_근무지 일본,원티드 재팬(wanted),서울 , 경력 7-20년,/wd/249934
2622,[Allganize Japan]DevOps Engineer (Infra Engineer)_근무지 일본,원티드 재팬(wanted),서울 , 경력 3-10년,/wd/249891
2623,Back-end 개발자(3년차 이상),발크,서울 강남구 , 경력 3년 이상,/wd/249858
2624,AI Model Production (LLM),업스테이지,경기 , 경력 2-15년,/wd/237208
2625,서버 개발자(Laravel),피유엠피(PUMP/씽씽),서울 성동구 , 경력 5년 이상,/wd/243469
2626,풀스택 엔지니어,미르니,서울 관악구 , 신입-경력 4년,/wd/249829
2627,네트워크 제품 SW 개발,휴맥스네트웍스,경기 성남시 , 경력 2-5년,/wd/185990
2628,QA Specialist (계약직),비바리퍼블리카(토스),서울 강남구 , 신입-경력 2년,/wd/248770
2629,백엔드 개발 (블록체인/Web3지갑),아이오트러스트,서울 강남구 , 경력 5-15년,/wd/211570
2630,프론트엔드 개발 (블록체인/Web3지갑),아이오트러스트,서울 강남구 , 경력 3-10년,/wd/229086
2631,"React-Native, React 개발자",크로논랩스,서울 마포구 , 경력 2년 이상,/wd/249473
2632,QA Engineer (병역특례 가능),에이비일팔공(AB180),서울 서초구 , 경력 3년 이상,/wd/241592
2633,신사업 렌탈회계 시스템 Back-end 개발자 (6년 이상),코웨이,서울 구로구 , 경력 6년 이상,/wd/249505
2634,Senior Backend Engineer · AI Platform,루닛(Lunit),서울 강남구 , 경력 6-13년,/wd/249522
2635,시니어 프론트엔드 개발자 (5년이상),엔카닷컴,서울 중구 , 경력 5-10년,/wd/243126
2636,백엔드 개발자,엔카닷컴,서울 중구 , 경력 4-8년,/wd/225379
2637,AI 엔지니어,로완,서울 중구 , 경력 1-7년,/wd/249411
2638,AI 연구원,로완,서울 중구 , 경력 1-7년,/wd/248857
2639,AI 연구 리더,로완,서울 중구 , 경력 5-20년,/wd/235682
2640,AI 엔지니어 리더,로완,서울 중구 , 경력 5-15년,/wd/229342
2641,Frontend Engineer (Web) (3년 이상),뤼튼테크놀로지스,서울 서초구 , 경력 3년 이상,/wd/238483
2642,Backend Engineer (Python),뤼튼테크놀로지스,서울 서초구 , 경력 3년 이상,/wd/239124
2643,백엔드 개발자,브리치,서울 강남구 , 경력 3-5년,/wd/195643
2644,Frontend Developer,토스플레이스,서울 강남구 , 경력 1-15년,/wd/207573
2645,프론트엔드 엔지니어 (솔루션 개발),프리디소프트,서울 강남구 , 경력 3-10년,/wd/233837
2646,애디슨 프로덕트 매니저,엔비티(NBT),서울 서초구 , 경력 2-15년,/wd/246211
2647,클라우드 DevOps 엔지니어,엘리스,서울 강남구 , 신입-경력 10년,/wd/208424
2648,데이터 사이언티스트,교보문고,서울 마포구 , 신입-경력 15년,/wd/84866
2649,[리얼리] IOS Lead 개발자,더리얼그룹,서울 성동구 , 경력 3-5년,/wd/143505
2650,AI 엔지니어,원라인에이아이,서울 마포구 , 경력 2년 이상,/wd/248985
2651,백엔드 엔지니어 시니어,원라인에이아이,서울 마포구 , 경력 4년 이상,/wd/248982
2652,Senior Data Engineer - LLM,업스테이지,경기 , 경력 7-15년,/wd/248977
2653,AI Site Reliability Engineer,업스테이지,경기 , 경력 3-10년,/wd/248963
2654,IT 정보보안 시니어,디플래닉스(Dplanex),서울 서초구 , 경력 10-15년,/wd/248794
2655,[AI반도체] NPU Field Application Engineer,모빌린트,서울 강남구 , 경력 5년 이상,/wd/248560
2656,백엔드 엔지니어,미르니,서울 관악구 , 신입-경력 4년,/wd/248695
2657,Deep Learning Engineer (음성/화자 인식),포티투닷(42dot),경기 , 경력 2-15년,/wd/241270
2658,[아정당] 백엔드 크롤링 개발자 (2년이상),아정네트웍스,서울 강남구 , 경력 2-15년,/wd/241760
2659,[아정당] 웹퍼블리셔 (2년이상),아정네트웍스,서울 강남구 , 경력 2-10년,/wd/241755
2660,[AI반도체] Deep Learning Research Engineer,모빌린트,서울 강남구 , 경력 5-20년,/wd/75640
2661,[AI반도체] Deep Learning Optimization Engineer,모빌린트,서울 강남구 , 신입-경력 20년,/wd/147525
2662,[AI반도체] SoC Design Engineer,모빌린트,경기 성남시 , 경력 1년 이상,/wd/101936
2663,[AI반도체] NPU Compiler Engineer (전문연구요원 가능),모빌린트,서울 강남구 , 신입-경력 10년,/wd/117659
2664,[AI반도체] System Software Engineer,모빌린트,서울 강남구 , 경력 5-20년,/wd/147523
2665,AI 엔지니어,엘리스,서울 강남구 , 신입-경력 10년,/wd/198065
2666,매쓰플랫 백엔드 개발자 (6년 이상),프리윌린,서울 관악구 , 경력 6년 이상,/wd/200463
2667,"웹개발자(Python, Django) 3년이상",리걸테크,서울 성동구 , 경력 3-7년,/wd/148349
2668,TA(Technical  Architect)/DBA,메타넷글로벌,서울 강남구 , 경력 10-16년,/wd/248340
2669,영업정보시스템 운영,코웨이,서울 구로구 , 경력 5-17년,/wd/241420
2670,병역특례 전문연구요원(AI연구원),모빅랩,서울 서초구 , 경력 1-20년,/wd/248021
2671,Senior AI Researcher,모빅랩,서울 서초구 , 경력 3-25년,/wd/205410
2672,프론트엔드 개발자 [3년 이상] (React Native),테서,서울 강남구 , 경력 3-10년,/wd/44655
2673,QA 업무 담당자,디어유,서울 강남구 , 경력 3-10년,/wd/247999
2674,[개발운영] 시니어 AI 개발자,누리미디어(DBpia),서울 마포구 , 경력 7-10년,/wd/247998
2675,데이터 엔지니어 - DW / BI 시스템 개발,카카오페이(kakaopay),경기 성남시 , 경력 5-10년,/wd/247935
2676,데이터 엔지니어(Data Analytics Engineer),엔비티(NBT),서울 서초구 , 경력 7-14년,/wd/247877
2677,IT기획 담당자,캐롯손해보험,서울 중구 , 경력 7-20년,/wd/247870
2678,[멀티미디어/영상처리/C++] 소프트웨어 개발,리드텍,경기 성남시 , 경력 5년 이상,/wd/247839
2679,[Mantra株式会社]Webエンジニア／マンガ×AIスタートアップのWeb 開発リード_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/247451
2680,[Mantra株式会社]機械学習エンジニア・リサーチャー／エンタメ×AIの最先端の研究開発をリード_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/247448
2681,Backend 개발자 (NestJS),버블탭,서울 강남구 , 경력 1-5년,/wd/148547
2682,백엔드 개발자 (5년 이상),클레온,서울 중구 , 경력 5-10년,/wd/247712
2683,웹 풀스택 개발자,세포아소프트,서울 구로구 , 신입,/wd/181466
2684,데이터 엔지니어,엘리스,서울 강남구 , 경력 3-7년,/wd/247657
2685,기술지원 엔지니어,에스티씨랩(STCLab),서울 강남구 , 경력 3-8년,/wd/186851
2686,정보보호 담당자,엘리스,서울 강남구 , 경력 2-7년,/wd/247655
2687,백엔드 엔지니어 (Cloud),엘리스,서울 강남구 , 경력 2년 이상,/wd/237142
2688,클라우드 시스템 엔지니어,엘리스,서울 강남구 , 신입-경력 10년,/wd/208423
2689,Devops 개발자,111퍼센트,서울 강남구 , 경력 6년 이상,/wd/244104
2690,모바일 개발자,지바이크(gbike),서울 강남구 , 경력 1년 이상,/wd/233494
2691,Back-end 개발자,지바이크(gbike),서울 강남구 , 경력 1-10년,/wd/193258
2692,데이터 엔지니어(DE),기어세컨드,서울 마포구 , 경력 3년 이상,/wd/247509
2693,Sensor Fusion Engineer (자율주행),포티투닷(42dot),경기 성남시 , 경력 5-20년,/wd/150909
2694,Data Architect,빅밸류,서울 중구 , 신입,/wd/243688
2695,Data Scientist,빅밸류,서울 중구 , 신입-경력 5년,/wd/242110
2696,검은사막 온라인 게임플레이 프로그래머,펄어비스,경기 과천시 , 경력 3년 이상,/wd/236361
2697,기술계 정보통신 기술자(중급),넥스트페이먼츠,경기 안양시 , 경력 3년 이상,/wd/247418
2698,[Mantra株式会社]バックエンドエンジニア／日本を変える英語学習アプリ開発リード_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/247411
2699,Android Application Engineer (Mobility App),포티투닷(42dot),경기 성남시 , 경력 5-12년,/wd/203547
2700,Backend Engineer (Connected Service),포티투닷(42dot),경기 성남시 , 경력 8-15년,/wd/177989
2701,Backend Engineer (IVI App Store),포티투닷(42dot),경기 성남시 , 경력 3-14년,/wd/145204
2702,Control System Engineer,포티투닷(42dot),경기 성남시 , 경력 3-15년,/wd/185686
2703,Backend Engineer (PBO/오프라인/물류),무신사,서울 성동구 , 경력 10-15년,/wd/247291
2704,Data Scientist,바잉스퀘어,서울 강남구 , 경력 3년 이상,/wd/247294
2705,[인턴] B2B 탄소회계 SaaS UI/UX 기획자,엔츠,서울 강남구 , 신입,/wd/220244
2706,보안인증 담당자(3년~),쿼리시스템즈,서울 강남구 , 경력 3-15년,/wd/247237
2707,Software Engineer (Back-end),코클,서울 강남구 , 경력 2-8년,/wd/37535
2708,QA,위버스컴퍼니(WEVERSE COMPANY),경기 성남시 , 경력 4-10년,/wd/247201
2709,DBA (DataBase Administrator) - MySQL,컬리,서울 강남구 , 경력 3-5년,/wd/247196
2710,Product Manager,에이비일팔공(AB180),서울 서초구 , 경력 2년 이상,/wd/232040
2711,QA Engineer,콜로세움코퍼레이션,서울 강남구 , 경력 1-10년,/wd/225630
2712,Frontend Engineer(Lead),콜로세움코퍼레이션,서울 강남구 , 경력 2년 이상,/wd/228927
2713,Backend Engineer(5년 이상),콜로세움코퍼레이션,서울 강남구 , 경력 5년 이상,/wd/230448
2714,[인턴] 서비스 기획자,보이저엑스(VoyagerX),서울 서초구 , 신입,/wd/247032
2715,서비스 기획자,보이저엑스(VoyagerX),서울 서초구 , 신입-경력 30년,/wd/141545
2716,Back-end Engineer (5년~),비사이드코리아,서울 중구 , 경력 5년 이상,/wd/124859
2717,Front-end Engineer (5년~),비사이드코리아,서울 중구 , 경력 5년 이상,/wd/120365
2718,Software Engineer,그래비티랩스,서울 강남구 , 신입 이상,/wd/230944
2719,Software Engineer (Security System),포티투닷(42dot),경기 성남시 , 경력 3-20년,/wd/211508
2720,Computer Vision Engineer (Autonomous Driving),포티투닷(42dot),경기 성남시 , 경력 5-20년,/wd/216430
2721,AI개발 엔지니어,코가로보틱스,서울 성동구 , 신입-경력 10년,/wd/245139
2722,[자율주행 R&D] 자율주행로봇 SW/ 알고리즘 개발자,코가로보틱스,서울 성동구 , 신입 이상,/wd/246359
2723,"SDK 엔지니어 (Unity, Unreal)",에이에프아이,서울 성동구 , 경력 3-7년,/wd/225475
2724,Tech Lead,바이온사이트,서울 성동구 , 경력 3-10년,/wd/205353
2725,Senior Platform-Infra Engineer,바이온사이트,서울 성동구 , 경력 5년 이상,/wd/246620
2726,Machine Learning Engineer (Auto Labeling),포티투닷(42dot),경기 성남시 , 경력 5-15년,/wd/118630
2727,"[Coupang Pay] Staff, Back-end Engineer",쿠팡,서울 송파구 , 경력 4-15년,/wd/246472
